Date,Open,High,Low,Close,Adj Close,Volume,3MA,5MA
2012.7.26,5.98,6,5.528,5.626,5.626,11311500,5.794666667,5.9748
2012.7.27,5.742,5.932,5.62,5.902,5.902,8365000,5.772666667,5.8836
2012.7.30,5.902,6.05,5.442,5.47,5.47,10326000,5.666,5.7512
2012.7.31,5.508,5.594,5.47,5.484,5.484,7875500,5.618666667,5.6544
2012.8.1,5.598,5.598,5.206,5.25,5.25,7961500,5.401333333,5.5464
2012.8.2,5.368,5.37,5.104,5.22,5.22,6525500,5.318,5.4652
2012.8.3,5.38,5.51,5.348,5.454,5.454,6047500,5.308,5.3756
2012.8.6,5.51,5.74,5.51,5.654,5.654,7641000,5.442666667,5.4124
2012.8.7,5.754,6.18,5.7,6.05,6.05,11936000,5.719333333,5.5256
2012.8.8,5.98,6,5.718,5.818,5.818,6544500,5.840666667,5.6392
2012.8.9,5.904,6,5.826,5.882,5.882,3363000,5.916666667,5.7716
2012.8.10,5.862,5.988,5.862,5.988,5.988,3537000,5.896,5.8784
2012.8.13,5.938,6.26,5.82,6.234,6.234,4350500,6.034666667,5.9944
2012.8.14,6.15,6.234,5.852,5.884,5.884,3967000,6.035333333,5.9612
2012.8.15,5.878,5.94,5.762,5.88,5.88,2627000,5.999333333,5.9736
2012.8.16,5.906,6.078,5.9,6.06,6.06,3345000,5.941333333,6.0092
2012.8.17,6.058,6.142,5.996,6.002,6.002,2541000,5.980666667,6.012
