Date,Open,High,Low,Close,Adj Close,Volume,3MA,5MA
2003.8.20,8620,8790,8560,8700,6749.435059,24660000,8560,8536
2003.8.21,8680,8840,8680,8830,6850.290527,23415000,8710,8602
2003.8.22,8860,8980,8830,8920,6920.110352,25245000,8816.666667,8686
2003.8.25,8880,8950,8820,8860,6873.561035,16225000,8870,8782
2003.8.26,8780,8940,8730,8910,6912.353516,21695000,8896.666667,8844
2003.8.27,8940,8950,8840,8860,6873.561035,20545000,8876.666667,8876
2003.8.28,9000,9000,8730,8760,6795.983887,28335000,8843.333333,8862
2003.8.29,8820,8840,8580,8700,6749.435059,26590000,8773.333333,8818
2003.9.1,8740,8810,8650,8740,6780.466309,16540000,8733.333333,8794
2003.9.2,8800,8820,8590,8610,6679.614746,16285000,8683.333333,8734
2003.9.3,8640,8710,8580,8650,6710.645508,21495000,8666.666667,8692
2003.9.4,8640,8770,8620,8720,6764.950195,14320000,8660,8684
2003.9.5,8840,8930,8800,8860,6873.561035,17780000,8743.333333,8716
2003.9.8,8870,9030,8820,9030,7005.447754,18265000,8870,8774
2003.9.9,9160,9400,9140,9240,7168.367188,44905000,9043.333333,8900
2003.9.10,9240,9240,9240,9240,7168.367188,0,9170,9018
2003.9.11,9240,9240,9240,9240,7168.367188,0,9240,9122
2003.9.12,9240,9240,9240,9240,7168.367188,0,9240,9198
2003.9.15,9100,9140,8740,8750,6788.224609,34760000,9076.666667,9142
2003.9.16,8700,8900,8680,8890,6896.836914,22945000,8960,9072
2003.9.17,9000,9070,8930,8990,6974.416504,28225000,8876.666667,9022
2003.9.18,9020,9030,8810,8880,6889.078613,23055000,8920,8950
2003.9.19,8990,9000,8530,8600,6671.855469,34340000,8823.333333,8822
2003.9.22,8450,8480,7990,8060,6252.924805,42940000,8513.333333,8684
2003.9.23,8000,8050,7780,7950,6167.586914,58805000,8203.333333,8496
2003.9.24,8080,8150,7980,8100,6283.957031,48340000,8036.666667,8318
2003.9.25,7820,8030,7780,8020,6221.89209,44665000,8023.333333,8146
2003.9.26,7920,8010,7760,7760,6020.185059,37200000,7960,7978
2003.9.29,7750,7810,7560,7730,5996.911621,37810000,7836.666667,7912
2003.9.30,7820,8000,7820,7840,6082.249023,42090000,7776.666667,7890
2003.10.1,7760,8030,7740,8000,6206.376953,39630000,7856.666667,7870
2003.10.2,8230,8230,8100,8170,6338.261719,41260000,8003.333333,7900
2003.10.3,8170,8170,8170,8170,6338.261719,0,8113.333333,7982
2003.10.6,8350,8510,8330,8420,6532.211426,44425000,8253.333333,8120
2003.10.7,8540,8570,8430,8520,6609.791016,25115000,8370,8256
2003.10.8,8600,8600,8420,8480,6578.759277,32550000,8473.333333,8352
2003.10.9,8480,8620,8450,8570,6648.580566,40505000,8523.333333,8432
2003.10.10,8620,8960,8560,8900,6904.595703,41435000,8650,8578
2003.10.13,8780,8950,8720,8900,6904.595703,27460000,8790,8674
2003.10.14,8990,9120,8980,9060,7028.722168,34375000,8953.333333,8782
2003.10.15,9120,9150,8940,9020,6997.69043,26060000,8993.333333,8890
2003.10.16,9000,9190,8920,9190,7129.57666,37050000,9090,9014
2003.10.17,9180,9320,8990,9040,7013.208008,36790000,9083.333333,9042
2003.10.20,8970,9200,8970,9160,7106.302246,28190000,9130,9094
2003.10.21,9240,9370,9140,9240,7168.367188,34390000,9146.666667,9130
2003.10.22,9300,9420,9150,9400,7292.495605,29480000,9266.666667,9206
2003.10.23,9180,9240,8900,8950,6943.382813,35460000,9196.666667,9158
2003.10.24,8950,8990,8690,8740,6780.466309,30240000,9030,9098
